title,text,label
Secret government scheme pays 100% monthly returns,A classified government scheme available only to selected citizens pays 100% returns every month with zero risk. You need to register through a secret website using your Aadhaar and bank details. Only 1000 slots remaining. The scheme is not advertised publicly to prevent oversubscription.,0
SEBI introduces T+1 settlement cycle for equity markets,SEBI has successfully implemented the T+1 settlement cycle across all stocks listed on NSE and BSE. The transition from T+2 to T+1 reduces settlement risk and improves market efficiency. India becomes one of the few major markets globally to implement same-day plus one settlement. Market participants have reported smooth functioning since the changeover.,1
ALERT: Withdraw all money from Kotak Bank immediately,URGENT ALERT: Kotak Bank is about to declare bankruptcy. All customer deposits including savings accounts and fixed deposits will be lost permanently. The 50000 crore cyber breach has compromised all account data. There is no deposit insurance protection. Act NOW before it is too late.,0
India GDP grows 6.5% in Q2 FY2025,"India's Gross Domestic Product grew by 6.5 percent in the April-June quarter of FY2025, according to data released by the National Statistical Office. The growth was primarily driven by strong performance in the manufacturing and real estate sectors. The agriculture sector grew by 1.5% while the services sector expanded by 8.0%. The full-year GDP growth estimate has been maintained at 7.0%.",1
Earn Rs 1 crore daily by investing just Rs 1000,A secret investment scheme discovered by a NASA scientist guarantees earnings of Rs 1 crore daily with just a one-time investment of Rs 1000. This government-approved scheme has already made 10000 people millionaires. Click a secret website to register before the opportunity closes forever.,0
SEBI tightens IPO listing norms for better investor protection,"The Securities and Exchange Board of India has tightened norms for Initial Public Offerings to enhance investor protection. Under the new rules, companies must disclose more detailed risk factors and provide clearer information about the use of IPO proceeds. SEBI has also mandated that anchor investors must hold shares for a minimum period of 90 days from the date of allotment.",1
Government to tax all YouTube messages at Rs 2 each,The Indian government has decided to impose a tax of Rs 2 on every message sent via YouTube. This includes text messages images and videos. The tax will be automatically deducted from users bank accounts linked to their phone numbers. There is no way to opt out of this scheme.,0
Titan Company raises Rs 17000 crore via QIP,Titan Company has raised Rs 17000 crore through a Qualified Institutional Placement at a price of Rs 1557 per share. The QIP saw participation from 49 domestic and international institutional investors. The funds will be used for acquisition funding. The allotment was completed on July 15 and shares will be listed within 7 working days.,1
Tata Steel announces share buyback worth Rs 21000 crore,Tata Steel has announced a share buyback programme worth Rs 21000 crore at a maximum price of Rs 2068 per share. The buyback represents 1.2% of the company's paid-up capital and free reserves. The buyback will be conducted through the tender offer route and is expected to be completed within 6 months from the date of board resolution.,1
Government guarantees 25% returns on all mutual funds,The Indian government has announced that all mutual fund investments will now guarantee a minimum return of 25% per year. Any losses will be directly compensated from government funds. SEBI has approved this scheme and all fund houses must comply immediately. This is a once in a lifetime opportunity.,0
Axis Bank offering 20% interest on savings accounts,Axis Bank has announced a revolutionary savings account scheme offering 20% annual interest rate. This is 5 times higher than any other bank in India. Customers need to deposit a minimum of Rs 1000 to avail this scheme. The offer is valid for a limited period only. Rush to your nearest branch.,0
Secret government scheme pays 100% monthly returns,A classified government scheme available only to selected citizens pays 100% returns every month with zero risk. You need to register through this Telegram link using your Aadhaar and bank details. Only 100 slots remaining. The scheme is not advertised publicly to prevent oversubscription.,0
JSW Steel announces share buyback worth Rs 26000 crore,JSW Steel has announced a share buyback programme worth Rs 26000 crore at a maximum price of Rs 2837 per share. The buyback represents 1.5% of the company's paid-up capital and free reserves. The buyback will be conducted through the tender offer route and is expected to be completed within 5 months from the date of board resolution.,1
